Comment,Sentiment,Like,Haha,Angry,Love,Care,Sad,Wow
দোয়া রইলো ভাইয়া তোমাদের জন্য,Positive,0,0,0,0,0,0,0
শুভকামনা প্রিয় ভালো খেলবে কিন্তু,Positive,1,0,0,0,0,0,0
ভালো কিছু আশা করছি আপনাদের কাছে থেকে,Positive,0,0,0,0,0,0,0
শুভ কামনা রইলো শান্ত,Positive,0,0,0,0,0,0,0
ভালো কিছু আশা করি,Positive,0,0,0,0,0,0,0
শুভকামনা রইল প্রিয়,Positive,0,0,0,0,0,0,0
তোমাদের কাছ থেকে ভালো পারফরম্যান্স চাই,Positive,1,0,0,1,0,0,0
আপনাদের ২ জন এর দিকে ও নজর থাকবে পুরো ক্রিকেট বিশ্বের,Positive,0,0,0,0,0,0,0
দাম্পত্য জীবন সুখের হোক,Positive,3,0,0,0,0,0,0
আর কত দেখবো,Positive,3,0,0,0,1,0,0
ভাল কিছু আশা করি এশিয়া কাপে,Positive,0,0,0,0,0,0,0
এবার এশিয়া কাপ এ ভালো কিছু করবেন আপনি আশা রাখি ভাই,Positive,0,0,0,0,0,0,0
তোমাদের কাছ থেকে এশিয়া কাপে ভালো পারফর্মেন্স আশা করে সমস্ত বাংলাদেশী ক্রিকেট ফ্যান,Positive,0,0,0,0,0,0,0
দলের অপরিহার্য দুইজন সদস্য ️️শুভ কামনা রইল,Positive,0,0,0,0,0,0,0
দেশের জন্য দুইজন ভালো কিছু করবে ইনশাআল্লাহ,Positive,1,0,0,0,0,0,0
ট্রফি না নিয়ে আসলে খবর আছে খইলাম,Positive,0,0,0,0,0,0,0
এই হাসি মুখে শেষ পযন্ত দেখতে চাই,Positive,0,0,0,0,0,0,0
সারাটাজিবন বেচে থাকুক তোমাদের এই বন্ধুত্ব,Positive,0,0,0,0,0,0,0
হাসি গুলো শেষ অব্দি দেখতে চাই,Positive,0,0,0,0,0,0,0
সব সময় একসাথে দুইজনে এগিয়ে যাও ভাই,Positive,0,0,0,0,0,0,0
আমার সবেচেয়ে প্রিয় ভাই শান্ত ভাই,Positive,0,0,0,0,0,0,0
ওবুক কি সুন্দর,Positive,0,0,0,1,0,0,0
এতগুলো ওপেনার ব্যাটসম্যান নিয়ে গেল চিন্তার কি আছে,Positive,0,0,0,0,0,0,0
দুইজনের কাছ থেকে সেরা টা চাই এশিয়া কাপে,Positive,0,0,0,0,0,0,0
শুভ কামনা ছোট ভাই তোমাদের জন্য,Positive,0,0,0,0,0,0,0
খেলা কি হবে,Positive,5,0,0,0,0,0,0
অ ১৯ ওয়ার্ড কাপে একসাথে যেমন ছিলো ; তেমন শান্ত মিরাজ আমাদের মাঝে আবার বিরাজ করুক,Positive,0,0,0,0,0,0,0
রাজশাহীর কাপ্তান,Positive,3,0,0,0,0,0,0
নিজেদের দিনে এক একটা,Positive,0,0,0,0,0,0,0
মাশাআল্লাহ,Positive,0,0,0,0,0,0,0
প্রিয় একটা জুটি,Positive,2,0,0,1,0,0,0
পিক যেভাবে তুলেছো সেভাবে পারফরম্যান্স কইরো,Positive,0,0,0,0,0,0,0
এশিয়া কাপ জিতা লাগবে ভাই,Positive,0,0,0,0,0,0,0
বস ভালো খেল্লা দেখাতে হবে,Positive,0,0,0,0,0,0,0
কিতাও?? ওপেনিং করবা মনে হয়,Positive,0,0,0,0,0,0,0
বাংলার স্বপ্ন,Positive,0,0,0,0,0,0,0
দুজন ভালো খেলে এবারের এশিয়া কাপ টা আমাদের এনে দেন,Positive,0,0,0,0,0,0,0
এবারের এশিয়া কাপ টা চাই ভাই,Positive,2,0,0,0,0,0,0
শুভ কামনা রইল প্রিয়,Positive,0,0,0,0,0,0,0
কাপ চাই শুধু,Positive,2,0,0,0,0,0,0
সব ঠিক আছে,Negative,0,0,0,0,0,0,0
এক বেড়ার বাপ,Positive,0,0,0,0,0,0,0
শতক চাই শান্ত ভাই,Positive,0,0,0,0,0,0,0
মাশাল্লাহ,Positive,0,0,0,0,0,0,0
সেই লাগছে,Positive,0,0,0,0,0,0,0
বস শান্ত,Positive,0,0,0,0,0,0,0
খেলায় মনোযোগ দেও ভাইয়া,Positive,0,0,0,0,0,0,0
এশিয়া কাপ বাংলাদেশে দেখতে চাই,Positive,0,0,0,0,0,0,0
সেরাটা লাগবে,Positive,0,0,0,0,0,0,0
অপেক্ষা টা আর শয়ছে নাকবে যে খেলা দেখবো,Positive,0,0,0,0,0,0,0
সেরা টা দিও আশা আছে দোয়া রইলো,Positive,3,0,0,0,0,0,0
শুভ কামনা রইল ভাই,Positive,2,0,0,0,1,0,0
এশিয়া কাপের ফাইনালে দেখতে চাই,Positive,0,0,0,0,0,0,0
বেস্ট ওফ লাকটিম টাইগার,Positive,0,0,0,0,0,0,0
ওপেনিং হবেনাকি,Positive,0,0,0,0,0,0,0
বেস্ট অফ লাক শান্ত ভাই,Positive,0,0,0,0,0,0,0
২ বেস্ট ইয়ংস্টার ইন বাংলাদেশ,Positive,0,0,0,0,0,0,0
জার্সিটা কি আর একটু সুন্দর করা যেত না?,Positive,0,0,0,0,0,0,0
ভাই ভালো কিছুই হোক,Positive,0,0,0,0,0,0,0
দাম্পত্য জীবন সুখী হউক,Positive,2,1,0,0,0,0,0
এবারের কাপটা আমাদের হোক,Positive,2,0,0,0,0,0,0
বেস্ট অফ লাক,Positive,0,0,0,0,0,0,0
বাংলাদেশ হারুক আমি এই কামনা করছি,Negative,0,0,0,0,0,0,0
বেস্ট অফ লাক পিও,Positive,0,0,0,0,0,0,0
দেখা হবে বিজয়ে,Positive,0,0,0,0,0,0,0
শুভ কামনা রইলো প্রিয়,Positive,0,0,0,0,0,0,0
দুজনের কাছ থেকেই ভালো পারফরম্যান্সের আশায় রইলাম,Positive,0,0,0,0,0,0,0
তোমাদের পথচলা একসাথে,Positive,0,0,0,0,0,0,0
একটু ইডিট করা দরকার আাছিলো,Positive,0,0,0,0,0,0,0
সেরা চাই দুই জনের কাছে থেকে,Positive,0,0,0,0,0,0,0
খেলা হবে,Positive,0,0,0,0,0,0,0
ভালো কিছু হবে আশা করি,Positive,2,0,0,0,0,0,0
মোবাইলের ছবি আরো ভালো হতো,Positive,0,0,0,0,0,0,0
তোমাদের প্রতি আমাদের ভালোবাসা দোয়া  ভরসা আছে তোমার পারবে এশিয়া কাপ জিতাতে,Positive,1,0,0,0,0,0,0
সেরা টা দিও,Positive,0,0,0,0,0,0,0
দ্বিতীয় সাকিব ️‍,Positive,0,0,0,0,0,0,0
দুজনের জন্যই শুভকামনা রইল,Positive,0,0,0,0,0,0,0
আপনাদের দুইজনের জন্য শুভ কামনা রইল ভাইয়া,Positive,0,0,0,0,0,0,0
বাংলার ক্রিকেট ভবিষ্যৎ,Positive,0,0,0,0,0,0,0
বিশ্বাস করেন ভাই আপনারে গেy মনে হইতেছে,Negative,0,0,0,0,0,0,0
বাংলার ক্রিকেট ভবিষ্যৎ,Positive,1,0,0,0,0,0,0
এইবার এশিয়া কাপে চ্যাম্পিয়ন হিসেবে দেখতে চাই বাংলাদেশ টিমকে,Positive,0,0,0,0,0,0,0
শান্ত ভাই তোমাকে অশান্ত হতে হবে,Positive,0,0,0,0,0,0,0
এবার জয় হবে,Positive,2,0,0,0,0,0,0
শান্ত ভাই কি দেখে,Positive,0,0,0,0,0,0,0
অপেক্ষায় আছি ভালো কিছু হবে ইনশাল্লাহ,Positive,1,0,0,0,0,0,0
সাকিব তামিম এর মতো সম্পর্ক টা হোক,Positive,0,0,0,0,0,0,0
আমাই কে শান্ত করবে,Positive,0,0,0,0,0,0,0
লর্ড শান্ত,Positive,0,0,0,0,0,0,0
আপনারা দুজনেই শেষ ভরসার স্থান স্কোর বোর্ডের,Negative,1,0,0,0,0,0,0
তোমরা সেরা,Positive,1,0,0,0,0,0,0
শান্ত তুমি অশান্ত হয়ে যাও,Positive,2,0,0,0,0,0,0
নিচে তাকাইলেন যে Nazmul Hossain Shanto ভাই,Positive,2,0,0,0,0,0,0
আপনাদের উপর ভরসা আমাদের ️,Positive,0,0,0,0,0,0,0
এশিয়া কাপে সেঞ্চুরি চাই,Positive,0,0,0,0,0,0,0
অভিনন্দন রইলো ভাইয়াদের জন্য,Positive,2,0,0,0,0,0,0
ভাইয়েরা ট্রফি সাথে নিয়ে দেশে আসিয়েন,Positive,0,0,0,0,0,0,0
১০০ চাই শান্ত,Positive,4,0,0,6,0,0,0
ভালোবাসি প্রিয় দল বাংলাদেশ,Positive,8,0,0,3,0,0,0
আপনার মাঝে চলে অনেক কিছু আমরা বোঝে না,Positive,5,0,0,1,0,0,0
খেলবে টাইগার জিতবে টাইগার,Positive,4,0,0,2,0,0,0
গুড লাক এভরি টাইগার,Positive,0,0,0,1,0,0,0
নিজের সবটুকু দিও বস,Positive,3,0,0,1,0,0,0
শুভ সকাল রইল টিম টাইগার্স,Positive,2,0,0,0,0,0,0
শুভকামনা রইল সবার জন্য ইনশাআল্লাহ ভালো কিছু হবে,Positive,1,0,0,0,0,0,0
শুভকামনা রইলো ভাই আপনাদের জন্য,Positive,0,0,0,0,0,0,0
ভালো কিছু আশা করি,Positive,0,0,0,0,0,0,0
আপনি ভালো কিছু করবেন আমরা আশাবাদী,Positive,8,0,0,1,0,0,0
শুভকামনা রইল প্রিয় মাতৃভূমির দামাল ছেলেদের জন্য,Positive,0,0,0,0,0,0,0
ধন্যবাদ আপনাকে ভাই,Positive,0,0,0,0,0,0,0
ইনশাআল্লাহ ভালো কিছু আশা করছি,Positive,0,0,0,0,0,0,0
শুভ কামনা শান্ত,Positive,0,0,0,0,0,0,0
খেলবে টাইগার জিতবে টাইগার,Positive,0,0,0,0,0,0,0
দোয়া রইল আপনাদের জন্য ইনশাআল্লাহ জয় হবে আমাদের ইনশাআল্লাহ,Positive,0,0,0,0,0,0,0
ইনশাআল্লাহ এবার সফলতা আসবে,Positive,0,0,0,0,0,0,0
ট্রফি নিয়ে বাড়ি ফিরবে ইনশাআল্লাহ,Positive,0,0,0,0,0,0,0
ইনশাআল্লাহ ট্রপি নিয়ে ফিরব আমরা,Positive,2,1,0,3,1,0,0
ইনশাআল্লাহ মিশন সাকসেসফুল হবে,Positive,0,0,0,0,0,0,0
দোয়া ও শুভ কামনা রইল,Positive,1,0,0,0,0,0,0
খেলা হব্বে,Positive,0,0,0,0,0,0,0
শুভ কামনা ভক্ত,Positive,0,0,0,0,0,0,0
ভালো খেলতে হবে ভাই,Positive,0,0,0,0,0,0,0
শুভ কামনা রইলো,Positive,0,0,0,0,0,0,0
শুভ কামনা রইলো শান্ত ভাই,Positive,0,0,0,0,0,0,0
শুভ কামনা চিরন্তর বাংলাদেশ,Positive,0,0,0,0,0,0,0
একন সময় এসেছে নিজের জাত চিনিয়ে দেওয়ার  শুভকামনা রইল বস আশা করি ভালো পারফরমেন্স অব্যাহত রাখবেন,Positive,0,0,0,2,0,0,0
আপনাদের সবার সেরাটা দিতে পারলে ইনশাল্লাহ জয় আমাদেরই হবে পুরো টিমের প্রতি শুভকামনা রইল,Positive,0,0,0,0,0,0,0
ভাই সেরাটা চাই,Positive,0,0,0,0,0,0,0
ভাই বাংলাদেশ জিতবে ইনশাল্লাহ,Positive,0,0,0,0,0,0,0
ভালো কিছু দেখার অপেক্ষায় রইলাম ভাই,Positive,0,0,0,1,0,0,0
ইনশাআল্লাহ বিজয় আমাদেরই হবে,Positive,0,0,0,0,0,0,0
শুভকামনা রইল শান্ত ভাই,Positive,0,0,0,1,0,0,0
কেন আছচ বদ্দা,Positive,0,0,0,0,0,0,0
ভালা কইরা খেলিস,Positive,0,1,0,0,0,0,0
আমার মান রাখিও ভায়া,Positive,0,0,0,0,0,0,0
ছেলের বাবা এশিয়া কাপটা ছেলের জন্য নিয়ে আসিও কিন্তু,Positive,0,0,0,0,0,0,0
এবারের বিশ্বকাপ টা আমরাই নিব,Positive,0,0,0,0,0,0,0
এশিয়ার শ্রেষ্ঠত্ব নিয়েই ঘরে ফেরা হোক তবে,Positive,8,0,0,9,0,0,0
Shantoo ভাই,Positive,0,0,0,0,0,0,0
ইনশাআল্লাহ এবার দারুণ কিছু হবে,Positive,0,0,0,0,0,0,0
আগামির স্টার,Positive,2,0,0,1,0,0,0
এত সব লর্ডের মাঝে একখণ্ড হৃদয়,Positive,9,79,18,5,1,1,0
লর্ড আর ডাক এসোসিয়েশন সদস্যদের মাঝে তাওহীদ রিদয়,Positive,14,97,3,2,1,0,0
আশা করি এখন থেকে মাঠেও ভালো খেলবা শুভকামনা,Positive,1,2,0,1,0,0,0
সবার জন্য শুভ কামনা রইলো,Positive,2,0,0,1,0,0,0
আগামী দিনের ভবিষ্যৎ,Positive,0,0,0,0,0,0,0
আমার দেশের গর্ব,Positive,0,0,0,0,0,0,0
অমায়িক,Positive,1,0,0,1,0,0,0
উজ্জ্বল কিছু নক্ষত্র,Positive,2,0,0,0,0,0,0
শুভ কামনা এভাবে এগিয়ে যাও,Positive,1,0,0,0,0,0,0
ইনশাআল্লাহ আপনারা সবাই মিলে একেকটা শতক উপহার দিয়েন,Positive,0,0,0,0,0,0,0
ভাই,Positive,3,0,0,0,0,0,0
ভবিষ্যৎ নেতৃত্ব দেওয়া বাংলাদেশ,Positive,0,0,0,0,1,0,0
ইয়াং ইস্টার,Positive,0,0,0,0,0,0,0
লর্ড অ্যাসোসিয়েশন,Positive,2,0,0,0,0,0,0
ভালোবাসা অবিরাম ভাই,Positive,3,0,0,0,0,0,0
অরাই আমাদের ফিউচার,Positive,0,0,0,0,0,0,0
রাজশাহী কাটাখালীর ছেলে শান্ত জামাই সাথে বাংলা ট্র্যাকের হার্ডহিটার ব্যাটার তানজিদ তামিম আগামী ১০ বছর বিশ্বের বেস্ট ওপেনার ব্যাটার মেসের ছোট ভাই তাওহিদ হৃদয় ওয়ান ডাউন পজিশনে বিশ্বের সেরা ব্যাটার হবে টু ডাউনে ব্যাট করা দলের অধিনায়ক হবে & বিশ্ব সেরা অলরাউন্ডার হবে মেহেদী হাসান মিরাজ সবার জন্য ভালোবাসা থাকলো,Neutral,0,0,0,0,0,0,0
আগামীর ভবিষ্যৎ,Positive,1,0,0,0,0,0,0
সময় মতো কাজে আসে না এমন ৭ জন একে অন্যের দিকে তাকায় আছে,Positive,2,3,0,0,0,0,0
বাংলার ভবিষ্যৎ ক্রিকেট,Positive,0,0,0,0,0,0,0
শুভ কামনা ভাইয়া,Positive,0,0,0,0,0,0,0
চারজন লর্ডের মাঝে দুইজন,Positive,1,0,0,0,0,0,0
লর্ড আর ডাক এসোসিয়েশন সদস্যদের মাঝে,Positive,1,0,0,0,0,0,0
সামনের বাংলাদেশ,Positive,1,0,0,0,0,0,0
আগামীর বাংলাদেশ,Positive,0,0,0,0,0,0,0
এদের ২৩জন দাড়িয়ে গেলেই ম্যাচ সেটা আমাদের,Positive,0,0,0,0,0,0,0
আগামীর ভবিষ্যৎ,Positive,0,0,0,0,0,0,0
শুভকামনা রইল প্রিয় বাংলাদেশের জন‍্য,Positive,1,0,0,0,0,0,0
শুভ কামনা রইল শান্ত ভাই,Positive,0,0,0,0,0,0,0
আপনারাই আগামি দিনের ভরশা,Positive,1,0,0,0,0,0,0
সবাই ভালো করুক এই প্রত্যাশা,Positive,0,0,0,0,0,0,0
লর্ড +ডাক এসোসিয়েশন বনাম তাওহীদ হৃদয়,Positive,0,1,0,0,0,0,0
তাওহীদ হৃদয় বাদে সব লট,Positive,0,0,0,0,0,0,0
হৃদয় এবং তামিম চাড়া সবাই লর্ড,Positive,0,0,0,0,0,0,0
প্রিয় ছোটরা এগিয়ে যাও,Positive,2,0,0,0,0,0,0
ভবিষৎ বাংলাদেশ ️,Positive,1,0,0,0,0,0,0
আমাদের দেশের ভবিষ্যৎ যাদের হাত ধরে ক্রিকেটে আরো অনেক সাফল্য আসবে,Positive,3,0,0,0,0,0,0
হাজার ফুলের মাঝে একটি গোলাপ,Positive,0,0,0,0,0,0,0
ইন শা আল্লাহ এদেরকে দিয়েই আগামীর ভবিষ্যৎ কল্পনা করা যাবে,Positive,0,0,0,0,0,0,0
লর্ড এসোসিয়েশনের সম্মানিত সদস্য,Positive,0,0,0,0,0,0,0
তরুণ তুর্কী,Positive,0,0,0,0,0,0,0
আপনার ব্যাট সব সময়ই অশান্ত থাকুক,Positive,0,0,0,0,0,0,0
চোখের শান্তি,Positive,0,0,0,0,1,0,0
এই ফ্রেমের মানুষ গুলো তাদের নিজ নিজ ফর্মে অবিচল থাকতে পারলেই সফলতার স্বপ্ন বাস্তবায়নে আমরা আরো এক ধাপ এগিয়ে যেতে পারবো,Positive,1,0,0,0,0,0,0
বাংলার ভবিষ্যৎ সুপারস্টার,Positive,0,0,0,0,0,0,0
সব লর্ডের মধ্যে হৃদয়ের তামিম,Positive,0,0,0,0,0,0,0
সাকিব তামিমদের পরে আমাদের পরবর্তী সুপার স্টার গুলো,Positive,2,0,0,0,0,0,0
টাইগার ওপেনার,Positive,0,0,0,0,0,0,0
ধন্যবাদ আপনাকে,Positive,0,0,0,0,0,0,0
ভালোবাসা টা,Positive,2,0,0,1,0,0,0
ভাই এশিয়া কাপ বিশ্বকাপে তোমার হাতে ঝর চাই,Positive,0,0,0,0,0,0,0
শহরের নতুন বোলার,Positive,1,0,0,0,0,0,0
বিশ্বকাপে খেলতে গিয়ে সেই গোল্ডেন ডাকই মারবা,Positive,0,0,0,0,0,0,0
আলহামদুলিল্লাহ অনেক অনেক দোয়া রইল দেশের জন্য ভালো কিছু বয়ে আনুন এটাই প্রত্যাশা,Positive,0,0,0,0,0,0,0
শুভকামনা রইল প্রিয় শান্ত,Positive,0,0,0,0,0,0,0
এই ক্রিকেটবিশ্বে অনেক ব্যাটসম্যানই তো এসেছে কিন্তুু লর্ড শান্তর মতো এমন স্টাইলিশ ব্যাটসম্যান কয়জনই বা এসেছেতার ব্যাট ধরার স্টাইল,Positive,0,0,0,0,0,0,0
আমি বিশ্বাস করি সাকিবের হাত ধরে,Positive,0,0,0,0,0,0,0
শুভকামনা রইল আগামী দিনগুলোর জন্য,Positive,0,0,0,0,0,0,0
লর্ড শান্ত,Positive,0,0,0,0,0,0,0
শান্ত বিগ রান চাই,Positive,0,0,0,0,0,0,0
সেরা,Positive,0,0,0,0,1,0,0
আগামীর পোস্টার বয়,Positive,0,0,0,0,0,0,0
বাংলার মানুষের হৃদয়ে এখন আপনি,Positive,0,0,0,0,0,0,0
এগিয়ে যাও ভাই,Positive,0,0,0,0,0,0,0
শান্ত ব্যাটে অশান্ত হিসেবে থাকতে হবে এইবার,Positive,0,0,0,0,0,0,0
শান্ত ভাই মাহমুদউল্লাহ কে দলে ফিরিয়ে দিতে পারেন আপনারা কয়েকজন প্লিজ মাহমুদউল্লাহ ভাই কে দলে চাই,Positive,0,0,0,0,0,0,0
তুমি এভাবেই সুন্দর সুন্দর খেলা আমাদের উপহার দাও,Positive,0,0,0,0,0,0,0
বিশ্ব কাপের জন্য নিজেকে শক্ত করে গড়ে তুলেন বদ্দা,Positive,0,0,0,0,0,0,0
Nazmul Hossain Shanto আমরা পারফর্ম চাই আপনার কাজ থেকে,Positive,0,0,0,1,0,0,0
ঠিক আছে সান্ত ভাই তোমাকে খুব মিজ করি,Positive,0,0,0,0,0,0,0
রানে ফিরো ভাই,Positive,0,0,0,0,1,0,0
বিশ্বকাপের জন্য শুভ কামনা ভাই,Positive,0,0,0,1,0,0,0
একদিন বিশ্বের সেরা ব্যাটসম্যান হবে নাজমুল হোসেন শান্ত,Positive,1,1,0,0,0,0,0
বিশ্বকাপে সব ম‍্যাচে ধারাবাহিক ভালো করুন ভাই দোয়া রইল ভাই,Positive,0,0,0,1,0,0,0
ভাই বিগ ফ্যান,Positive,0,0,0,0,0,0,0
বিশ্ব সেরা অলরাউন্ডার হবে বস,Positive,0,0,0,0,0,0,0
একদিন আপনার মতোই সবার অপ্রিয় হয়ে তারপর প্রিয় হয়ে উঠবো,Positive,0,0,0,0,1,0,0
এশিয়া কাপে ভালো কিছু কর ভাই,Positive,0,0,0,0,0,0,0
জটিল বস,Positive,0,0,0,0,0,0,0
অভিনন্দন নবাব,Positive,0,0,0,0,0,0,0
তুমিতো তোমার পুরনো ফর্মে ফিরে যাচ্ছ,Negative,0,0,0,0,0,0,0
তাই বলে বদলাতে বদলাতে আবার আগের জায়গায় ফিরে যাইস না ভাই,Negative,0,0,0,0,0,0,0
শান্ত ভাই আপ্নারে যদি আমি একবার সরাসরি দেখতে পাইতাম তাহলে নিজরে ধননো মনে হতে,Positive,0,0,0,0,0,0,0
আপনার ভালো কাটুক দুই বিশ্বকাপ,Positive,0,0,0,1,0,0,0
এশিয়া কাপ এবং বিশ্বাকাপে ভালো কিছু চাই,Positive,0,0,0,0,0,0,0
এশিয়া কাপে ভালো কিছু করে দেখান ব্রো,Positive,0,0,0,0,0,0,0
আই লাভ ইউ শান্ত,Positive,0,0,0,0,0,0,0
বেস্ট অব লাক জান্স,Positive,0,0,0,0,0,0,0
আসসালামু আলাইকুম শান্ত ভাই আপনার সুস্বাস্থ্য কামনা করছি যাতে এশিয়া কাপে ভালো একটা পারফমেন্স দেখাতে পারেন,Positive,2,0,0,0,0,0,0
শান্ত ভাই ব্যাটিংয়ে মনোযোগ দাও বোলিন তোমার কাজ না আফগানিস্তান সিটিতে তোমার ব্যাটিং খারাপ হইছে ব্যাটিং ফোকাস,Positive,0,0,0,0,0,0,0
কিছুদিন আগেও যে মানুষটির পোস্টে হাহা রিয়েক্ট করে ভরে যেত আজ সে মানুষটির পোস্টে লাভ ও কেয়ার রিয়েক্ট ভরে যায় মানুষ চাইলে নিজেকে পরিবর্তন করতে পারে,Positive,0,0,0,0,0,0,0
১০০ চাই 4 টা বিশ্বকাপে,Positive,0,1,0,0,0,0,0
শান্ত ভাই এখন অলরাউন্ডার হবে,Positive,0,0,0,0,0,0,0
শান ভাই এর অশান্ত রূপ দেখার অপেক্ষায় পুরো বাংলাদেশ,Positive,0,0,0,0,0,0,0
বদ্দা চেতিয়েন না,Positive,0,0,0,0,0,0,0
শান্ত তুমি আর শান্ত হয়ে চললে হবে না সামনে ওয়ার্ল্ডকাপ তোমাকে অশান্ত হতে হবে ভাড়া,Positive,2,0,0,0,0,0,0
শান্ত তুমিযে আবার শান্ত হয়ে গেলা ভালোলাগছেনা৷ তোমার ব্যাটে সাইক্লোন দেখতে চাই,Positive,4,0,0,5,1,0,0
ব্যর্থতা কাটিয়ে আবার সুদিন ফিরুক সবসময়ের জন্য শুভকামনা,Positive,0,0,0,2,0,0,0
আমাদের বাংলাদেশের গর্ব,Positive,1,0,0,1,0,0,0
কষ্টের ফল মিস্টি হয়তোমাকেই দেখলে বোঝা যায়,Positive,1,0,0,1,0,0,0
আপনার চমক দেখার অপেক্ষায় আছি ভাইয়া,Positive,2,0,0,3,0,0,0
এশিয়া কাপে সেঞ্চুরি চাই,Positive,0,0,0,1,0,0,0
ভালো কাজ করতে থাকুন,Positive,0,0,0,0,0,0,0
এশিয়া কাপ ও বিশ্বকাপ টা সপ্নের মতো কা/টবে আশা করি,Positive,0,0,0,1,2,0,0
ভাই আপনাকে কি আবার ট্রল করা শুরু করব তাহলে কামব্যাক করবেন,Negative,0,0,0,0,2,0,0
ফর্ম টা এখন খুবই প্রয়োজন ভাই,Positive,0,0,0,0,0,0,0
একজন ক্রিকেটার এমন ই পরিশ্রমী হওয়া উচিৎ,Positive,0,0,0,0,0,0,0
বিশ্বকাপে দারুণ একটা প্রত্যাবর্তন চাই,Positive,0,0,0,0,0,0,0
ভালো দেখতে চাই,Positive,0,0,0,0,0,0,0
প্রিয় হ্যাটার্স,Positive,2,0,0,1,0,0,0
চালিয়ে যান দোয়া করি ভারত বিশ্ব কাপে ভালো কিছুর আশা করছি,Positive,0,0,0,0,0,0,0
আবারও নতুন উদ্যমে ফিরুন,Positive,4,0,0,3,0,0,0
ওয়ার্ল্ডকাপে ইনফর্ম শান্তকে চাই,Positive,0,0,0,1,0,0,0
বাংলাদেশের ভবিষ্যৎ ক্যাপ্টেন নাজমুল হোসেন শান্ত,Positive,2,0,0,0,4,0,0
Lord থেকে ভালবেসে বুকে নিছি তাই বলে কিন্তু ভেব না lord শব্দটা ভুলে গেছি,Negative,0,0,0,0,0,0,0
আর দুই ম্যাচ ডাব্বা মারলেই হাহা রিয়েক্ট শুরু হবে পাবলিক এর,Positive,0,2,0,0,0,0,0
ওয়াল্ড কাপ এ শুধু কোপ হবে  তৈরি করে নাও নিজেদের,Positive,1,0,0,0,0,0,0
ইনশাআল্লাহ সামনে ভালো কিছু হবে,Positive,0,0,0,0,1,0,0
হতাশ হয়ো না ভাই একটু খারাপ সময় যেতেই পারে পরিশ্রম করে যাও,Positive,0,0,0,1,0,0,0
এই ট্রফি টা নিতেই হবে ভাই,Positive,9,0,0,1,0,0,0
অন্তত ৩টা ছক্কা চাই কালকে তোমার থেকে,Positive,1,0,0,0,0,0,0
ওয়ানডে সিরিজের ব্যর্থতা ভুলে নতুনভাবে কামব্যাক হোক আপনার ব্যাটে ভর করে দল জয়ী হোক শুভকামনা শান্ত ভাই,Positive,13,0,0,0,0,0,0
ভালো কিছুর অপেক্ষায় আছি,Positive,1,0,0,1,0,0,0
ভাই অন্তত একটি 50 চাই,Positive,0,0,0,0,0,0,0
ভালো কিছু চাই,Positive,5,0,0,0,0,0,0
যারা শান্তকে নিয়ে ট্রল করেছিল তাদের গ্রেফতার করার আহবান জানাচ্ছিআমি অনেক আগে থেকে শান্তর ভক্ত,Positive,4,0,0,0,0,0,1
আগামী 2024 সাথে মধ্যে তোমার ও অনেক বড় ফ্রেন্ডব্যাচ তৈরি হবে শান্ত ভাই,Positive,0,0,0,0,0,0,0
আশা করি টি২০ সিরিজের ট্রফিটা বাংলাদেশেই রেখে দিবেন,Positive,1,0,0,0,0,0,0
দাদাভাই তুমি তো খেলতেই পারো না খালি ডাব খাও লিটন দাসের মতন,Negative,0,0,0,0,0,0,0
আজকে ভালো করেই হবে,Positive,0,0,0,0,0,0,0
আগামীকাল দেখা হবে,Positive,2,0,0,0,0,0,0
এই সিরিজে সেঞ্চুরি চাই প্রিয় শান্ত ভাই,Positive,5,0,0,0,0,0,0
অভিনন্দন শান্ত বিশেষ দিনটি বিশেষ একটি ইনিংসের মাধ্যমে স্মরণীয় করে রাখুক ভালোবাসা অফুরান,Positive,41,39,0,39,5,0,2
তোমাদের জন্য শুভকামনা সবচে লম্বা জুটি হোক জীবনের,Positive,16,0,0,11,0,0,0
শান্ত ভাই ব্যাটে রান দেখতে চাই ভাবিরে না,Negative,11,0,0,0,0,1,0
এ যেন এক ছাদের উপর এবং আম গাছের নিছে তুলা ছবিসব শেষে অভিনন্দন ভাই ও ভাবিশুভ কামনা করি,Positive,0,0,0,0,0,0,0
হাজারো হেটার্স দের ট্রল কে মাঠে কড়া ভাষায় প্রতিবাদ করেছো,Positive,0,0,0,0,0,0,0
কেমনে কি তিন বছর শেষ,Positive,0,0,0,0,0,0,0
পঞ্চগড় বাসীর পক্ষ থেকে শুভেচ্ছা ও অভিনন্দন,Positive,0,0,0,0,0,0,0
কালকে ভাবির কাছে দোআ নিয়েন ভাই,Positive,3,1,0,0,0,0,0
শুভকামনা আপু এবং ভাইয়া ভালোবাসা বজায় থাকুক আজীবন,Positive,1,0,0,0,0,0,0
শুভ কামনা ভাই ভাবি,Positive,0,0,0,0,0,0,0
শুভ বিবাহ বার্ষিকী ভাই ও ভাবি,Positive,0,0,0,0,0,0,0
শান্ত ভাই আগামীর দিন গুলো শুভ হোক,Positive,0,0,0,0,0,0,0
আজকে একটা ১০০ চাই ভাই,Positive,0,0,0,0,0,0,0
ভাইরে ২২গজে এই রকম একটা পার্টনারশিপ করো না ভাই,Positive,0,0,0,0,0,0,0
